ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret,waitenq,yields
1785577610.511295046,0,0,0,0,0,0,0,0,0,0,0,0,422412948,381092835,0,0,0,0,0,0,0,0,0,0,0
1785577611.532234324,0,0,0,0,0,0,0,0,0,0,0,0,422416009,381095882,0,0,0,0,0,0,0,0,0,0,0
1785577612.551466310,0,578860,0,0,0,0,0,579437,33787,602200,0,0,422418847,381097576,0,0,0,580407,57873,839900,0,22849,1262,0,0
1785577613.569779526,0,1000064,0,0,0,0,0,1000064,30252,511400,0,0,422421787,381099862,0,0,0,1000064,53011,801800,0,21851,906,0,0
1785577614.591515602,0,1000064,0,0,0,0,0,1000064,30252,511400,0,0,422424847,381102908,0,0,0,1000064,53011,801800,0,21851,906,0,0
1785577615.613971038,0,1000064,0,0,0,0,0,1000064,30252,511400,0,0,422427914,381105938,0,0,0,1000064,53011,801800,0,21851,906,0,0
1785577616.639994493,8239267,1000064,8239267,0,8241335,43634,102000,1000064,30252,511400,0,0,422430987,381106816,8256325,300325,950100,1000064,53011,801800,257005,21851,906,24381534,0
1785577617.663386766,20745067,1000064,20745067,0,20745739,41433,93200,1000064,30252,511400,0,0,422434057,381106817,20758420,262477,656900,1000064,53011,801800,221146,21851,906,59755621,0
1785577618.690800527,33083866,1000064,33083866,0,33085308,41048,91600,1000064,30252,511400,0,0,422437133,381106828,33098955,254190,617600,1000064,53011,801800,213202,21851,906,94497335,0
1785577619.716045693,45424655,1000064,45424655,0,45425579,40867,90700,1000064,30252,511400,0,0,422440206,381106834,45437604,250765,609300,1000064,53011,801800,209936,21851,906,129301612,0
1785577620.738850234,57965970,1000064,57965970,0,57967136,40626,90000,1000064,30252,511400,0,0,422443276,381106835,57981773,247781,596500,1000064,53011,801800,207197,21851,906,164672248,0
1785577621.765149733,70312485,1000064,70312485,0,70314668,40563,89600,1000064,30252,511400,0,0,422446346,381106839,70328905,246492,591100,1000064,53011,801800,205959,21851,906,199390398,0
1785577622.786190204,82604774,1000064,82604774,0,82606704,40540,89600,1000064,30252,511400,0,0,422449415,381106841,82620755,245787,591000,1000064,53011,801800,205274,21851,906,234000337,0
1785577623.812947391,94903571,1000064,94903571,0,94906216,40522,89400,1000064,30252,511400,0,0,422452492,381106867,94919985,245549,593100,1000064,53011,801800,205050,21851,906,268887333,0
1785577624.834390098,107089910,1000064,107089910,0,107091179,40537,89400,1000064,30252,511400,0,0,422455556,381106877,107103613,245447,593200,1000064,53011,801800,204930,21851,906,303190941,0
1785577625.856487117,119495371,1000064,119495371,0,119498660,40464,89200,1000064,30252,511400,0,0,422458620,381106887,119513804,244748,589800,1000064,53011,801800,204302,21851,906,338086713,0
1785577626.880105690,131996180,1000064,131996180,0,131998657,40394,88900,1000064,30252,511400,0,0,422461684,381106888,132012974,244124,587500,1000064,53011,801800,203748,21851,906,373435100,0
1785577627.907692672,144203007,1000064,144203007,0,144204914,40417,89000,1000064,30252,511400,0,0,422464766,381106909,144219089,244199,588400,1000064,53011,801800,203796,21851,906,407838505,0
1785577628.932963056,156643189,1000064,156643189,0,156644404,40383,88800,1000064,30252,511400,0,0,422467839,381106913,156658206,243880,587600,1000064,53011,801800,203511,21851,906,442999355,0
1785577629.958630326,169167544,1000064,169167544,0,169169426,40329,88700,1000064,30252,511400,0,0,422470917,381106922,169184719,243413,585500,1000064,53011,801800,203097,21851,906,478326946,0
1785577630.987441046,181396717,1000064,181396717,0,181400001,40343,88700,1000064,30252,511400,0,0,422473999,381106929,181423942,243557,586800,1000064,53011,801800,203240,21851,906,512879658,0
1785577632.017109175,193934300,1000064,193934300,0,193937132,40323,88600,1000064,30252,511400,0,0,422477091,381106939,193952859,243307,586200,1000064,53011,801800,202997,21851,906,548317583,0
1785577633.040240617,206414107,1000064,206414107,0,206416305,40298,88600,1000064,30252,511400,0,0,422480158,381106946,206431625,243014,584800,1000064,53011,801800,202726,21851,906,583442006,0
1785577634.062302193,218390382,1000064,218390382,0,218391826,40346,88700,1000064,30252,511400,0,0,422483224,381106951,218405204,243318,585900,1000064,53011,801800,202981,21851,906,617070007,0
1785577635.084836941,230821934,1000064,230821934,0,230824457,40318,88600,1000064,30252,511400,0,0,422486288,381106970,230839048,243069,585100,1000064,53011,801800,202760,21851,906,652154244,0
1785577636.108812601,243331256,1000064,243331256,0,243332677,40286,88500,1000064,30252,511400,0,0,422489358,381106976,243347891,242840,584000,1000064,53011,801800,202562,21851,906,687376725,0
1785577637.133348753,255481792,1000064,255481792,0,255484104,40310,88600,1000064,30252,511400,0,0,422492432,381106983,255499040,243007,585000,1000064,53011,801800,202706,21851,906,721672597,0
1785577638.156477963,267944251,1000064,267944251,0,267947005,40288,88500,1000064,30252,511400,0,0,422495498,381106991,267961460,242812,584300,1000064,53011,801800,202531,21851,906,756898510,0
1785577639.178286229,280321209,1000064,280321209,0,280323378,40276,88500,1000064,30252,511400,0,0,422498560,381107006,280336817,242726,584200,1000064,53011,801800,202457,21851,906,791933678,0
1785577640.205174333,292440119,1000064,292440119,0,292443239,40308,88600,1000064,30252,511400,0,0,422501638,381107011,292458601,242890,585300,1000064,53011,801800,202589,21851,906,825925617,0
1785577641.227812956,304882296,1000064,304882296,0,304884775,40293,88500,1000064,30252,511400,0,0,422504702,381107012,304899481,242705,584300,1000064,53011,801800,202419,21851,906,860950201,0
1785577642.251357270,317259972,1000064,317259972,0,317262351,40288,88500,1000064,30252,511400,0,0,422507779,381107013,317275714,242639,584200,1000064,53011,801800,202357,21851,906,895784042,0
1785577643.272671144,329364146,1000064,329364146,0,329366351,40300,88500,1000064,30252,511400,0,0,422510837,381107028,329379862,242757,584900,1000064,53011,801800,202463,21851,906,929890872,0
