ts,cmd_get,cmd_set,get_hits,get_misses,rcount,ravg,rp99,wcount,wavg,wp99,badcrc,err5,cpu_total,cpu_idle,re2ec,re2ea,re2ep99,we2ec,we2ea,we2ep99,radmit,wadmit,wret
1785576059.750583684,216697465,1000064,216697465,0,216699092,24846,63000,1000064,30800,507800,0,0,417765911,377275775,216714139,243722,588000,1000064,284354,1512000,218887,22330,231222
1785576060.780791758,229139935,1000064,229139935,0,229162392,24832,63000,1000064,30800,507800,0,0,417769003,377275777,229173866,243483,587300,1000064,284354,1512000,218659,22330,231222
1785576061.803006827,241266033,1000064,241266033,0,241269034,24842,63000,1000064,30800,507800,0,0,417772066,377275793,241284718,243678,588800,1000064,284354,1512000,218847,22330,231222
1785576062.827152886,253713897,1000064,253713897,0,253716458,24829,63000,1000064,30800,507800,0,0,417775137,377275793,253730064,243374,587100,1000064,284354,1512000,218556,22330,231222
1785576063.848461528,265689744,1000064,265689744,0,265691209,24847,63100,1000064,30800,507800,0,0,417778198,377275802,265704962,243572,588300,1000064,284354,1512000,218736,22330,231222
1785576064.874517456,278029552,1000064,278029552,0,278032485,24843,63100,1000064,30800,507800,0,0,417781276,377275806,278047053,243421,587800,1000064,284354,1512000,218587,22330,231222
1785576065.896724410,290442087,1000064,290442087,0,290443435,24835,63100,1000064,30800,507800,0,0,417784341,377275806,290457090,243209,586900,1000064,284354,1512000,218382,22330,231222
1785576066.926245933,302736555,1000064,302736555,0,302738780,24835,63100,1000064,30800,507800,0,0,417787428,377275809,302753896,243132,586500,1000064,284354,1512000,218307,22330,231222
1785576067.947010965,314919702,1000064,314919702,0,314922175,24845,63100,1000064,30800,507800,0,0,417790488,377275820,314936342,243236,587600,1000064,284354,1512000,218399,22330,231222
1785576068.968427027,327241308,1000064,327241308,0,327242945,24838,63000,1000064,30800,507800,0,0,417793549,377275833,327256503,243103,587000,1000064,284354,1512000,218273,22330,231222
1785576069.994513900,339315036,1000064,339315036,0,339317424,24848,63100,1000064,30800,507800,0,0,417796627,377275846,339332291,243257,588000,1000064,284354,1512000,218416,22330,231222
1785576071.016680531,351774948,1000064,351774948,0,351777674,24835,63000,1000064,30800,507800,0,0,417799693,377275851,351791651,243113,587400,1000064,284354,1512000,218285,22330,231222
1785576072.033240750,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417802743,377277099,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576073.053072200,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417805797,377280101,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576074.076311355,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417808866,377283106,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576075.098977314,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417811933,377286146,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576076.122831544,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417815002,377289143,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576077.146330946,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417818072,377292197,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576078.170440163,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417821145,377295253,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576079.193181559,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417824211,377298246,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576080.214650559,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417827275,377301288,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576081.238029694,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417830345,377304310,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576082.259385946,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417833413,377307322,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576083.282176784,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417836476,377310369,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576084.305229084,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417839544,377313399,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576085.325276987,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417842604,377316377,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576086.349765367,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417845675,377319432,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576087.370756079,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417848742,377322432,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576088.394129538,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417851805,377325462,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576089.417166412,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417854873,377328498,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576090.438524310,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417857937,377331514,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576091.461815881,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417861004,377334522,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576092.485670768,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417864074,377337576,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576093.508767411,359113646,1000064,359113646,0,359113646,24830,63000,1000064,30800,507800,0,0,417867142,377340558,359113646,243045,587200,1000064,284354,1512000,218214,22330,231222
1785576094.554991554,359113646,3091388,359113646,0,359113646,24830,63000,3095482,15447,127600,0,0,417870262,377342099,359113646,243045,587200,3089556,1746845,3276700,218214,7665,1726311
